previous_grade_score,background_academic_score,enrolled_units_count,difficulty_level,past_failures_count,approved_units_count,study_time_level,absence_rate,age_group,parent_education_level,student_status
100.0,60.04999999999999,10.0,0,3,9.0,2,2,0,41.66666666666667,0
100.0,50.0,12.0,0,0,11.0,2,2,2,41.66666666666667,1
100.0,67.0,10.0,0,0,0.0,2,2,0,41.66666666666667,1
100.0,65.4,14.0,0,0,15.0,2,2,2,41.66666666666667,2
100.0,67.9,3.0,1,0,0.0,2,2,0,41.66666666666667,0
100.0,55.85,12.0,0,0,4.0,2,2,0,41.66666666666667,0
100.0,66.45,12.0,0,0,9.0,2,2,0,41.66666666666667,2
100.0,57.75,10.0,0,0,6.0,2,2,0,41.66666666666667,0
100.0,53.0,12.0,0,0,5.0,2,2,1,41.66666666666667,0
100.0,60.150000000000006,12.0,0,0,12.0,2,2,0,41.66666666666667,2
100.0,65.4,14.0,0,0,15.0,2,2,1,41.66666666666667,2
100.0,58.5,12.0,0,0,12.0,2,2,2,41.66666666666667,2
100.0,55.1,12.0,0,0,10.0,2,2,0,41.66666666666667,0
100.0,77.85,6.0,2,1,0.0,2,2,2,41.66666666666667,0
100.0,90.2,14.0,0,0,16.0,2,2,2,41.66666666666667,0
100.0,62.74999999999999,10.0,0,0,8.0,2,2,0,41.66666666666667,1
100.0,55.00000000000001,12.0,0,0,11.0,2,2,2,41.66666666666667,2
100.0,80.5,14.0,0,0,14.0,2,2,1,41.66666666666667,2
100.0,50.0,10.0,0,0,9.0,2,2,2,41.66666666666667,2
100.0,58.8,12.0,0,1,11.0,2,2,0,41.66666666666667,2
100.0,64.35,10.0,0,0,9.0,2,2,1,41.66666666666667,1
100.0,56.10000000000001,10.0,0,0,2.0,2,2,0,41.66666666666667,1
100.0,50.4,14.0,0,0,0.0,2,2,2,41.66666666666667,0
100.0,52.5,12.0,0,0,12.0,2,2,1,41.66666666666667,2
100.0,50.0,12.0,0,1,2.0,2,2,2,41.66666666666667,0
100.0,57.75,12.0,0,1,3.0,2,2,2,41.66666666666667,0
100.0,56.99999999999999,14.0,0,0,14.0,2,2,2,41.66666666666667,2
100.0,68.5,10.0,0,0,8.0,2,2,0,41.66666666666667,1
100.0,62.45,12.0,0,0,12.0,2,2,0,41.66666666666667,2
100.0,60.150000000000006,14.0,0,0,15.0,2,2,0,41.66666666666667,2
100.0,67.15,10.0,0,2,10.0,2,2,0,41.66666666666667,1
100.0,55.75,14.0,0,0,4.0,2,2,0,41.66666666666667,0
100.0,64.4,14.0,0,0,13.0,2,2,1,41.66666666666667,0
100.0,55.00000000000001,3.0,1,0,0.0,2,2,0,41.66666666666667,2
100.0,56.75,12.0,0,0,0.0,2,2,2,41.66666666666667,0
100.0,80.0,14.0,0,1,30.0,2,2,2,41.66666666666667,2
100.0,58.70000000000001,12.0,0,0,0.0,2,2,0,41.66666666666667,0
100.0,61.1,14.0,0,0,21.0,2,2,0,41.66666666666667,2
100.0,59.099999999999994,12.0,0,0,0.0,2,2,0,41.66666666666667,0
100.0,53.349999999999994,12.0,0,0,8.0,2,2,0,41.66666666666667,0
100.0,54.1,14.0,0,0,11.0,2,2,0,41.66666666666667,0
100.0,53.5,14.0,0,0,9.0,2,2,0,41.66666666666667,1
100.0,68.05,12.0,0,0,12.0,2,2,0,41.66666666666667,2
100.0,57.65,10.0,0,0,6.0,2,2,0,41.66666666666667,1
100.0,69.9,10.0,0,0,10.0,2,2,0,41.66666666666667,2
100.0,78.5,12.0,0,0,12.0,2,2,0,41.66666666666667,2
100.0,65.5,14.0,0,2,12.0,2,2,0,41.66666666666667,0
100.0,50.0,14.0,0,0,13.0,2,2,0,41.66666666666667,1
100.0,70.2,12.0,0,0,6.0,2,2,0,41.66666666666667,1
100.0,56.7,10.0,0,0,6.0,2,2,0,41.66666666666667,1
100.0,68.5,10.0,0,2,10.0,2,2,0,41.66666666666667,2
100.0,60.9,10.0,0,0,10.0,2,2,0,41.66666666666667,2
100.0,65.5,12.0,0,0,5.0,2,2,1,41.66666666666667,0
100.0,59.3,10.0,0,2,9.0,2,2,0,41.66666666666667,2
100.0,61.14999999999999,3.0,1,0,0.0,2,2,0,41.66666666666667,0
100.0,63.95000000000001,10.0,0,0,10.0,2,2,0,41.66666666666667,2
100.0,60.650000000000006,12.0,0,0,12.0,2,2,0,41.66666666666667,2
100.0,58.550000000000004,14.0,0,0,5.0,2,2,0,41.66666666666667,0
100.0,80.0,12.0,0,0,11.0,2,2,0,41.66666666666667,2
100.0,72.65,12.0,0,0,10.0,2,2,0,41.66666666666667,1
100.0,61.3,12.0,0,0,12.0,2,2,0,41.66666666666667,2
100.0,64.0,14.0,0,0,15.0,2,2,0,41.66666666666667,2
100.0,62.45,14.0,0,0,14.0,2,2,0,41.66666666666667,0
100.0,61.85000000000001,12.0,0,0,12.0,2,2,0,41.66666666666667,2
100.0,60.04999999999999,10.0,0,0,10.0,2,2,0,41.66666666666667,2
100.0,65.85,14.0,0,0,5.0,2,2,0,41.66666666666667,0
100.0,66.6,14.0,0,0,16.0,2,2,0,41.66666666666667,2
100.0,54.65,12.0,0,0,9.0,2,2,0,41.66666666666667,0
100.0,56.49999999999999,10.0,0,0,8.0,2,2,0,41.66666666666667,2
100.0,78.95,12.0,0,0,12.0,2,2,0,41.66666666666667,2
100.0,56.05,14.0,0,0,12.0,2,2,0,41.66666666666667,1
100.0,87.35,14.0,0,0,15.0,2,2,0,41.66666666666667,2
100.0,64.4,14.0,0,0,12.0,2,2,0,41.66666666666667,2
100.0,55.05,12.0,0,0,11.0,2,2,0,41.66666666666667,2
100.0,49.85,10.0,0,0,0.0,2,2,1,41.66666666666667,1
100.0,60.5,12.0,0,0,12.0,2,2,0,41.66666666666667,2
100.0,65.85,14.0,0,0,15.0,2,2,0,41.66666666666667,2
100.0,59.54999999999999,12.0,0,0,10.0,2,2,0,41.66666666666667,2
100.0,62.35000000000001,10.0,0,0,0.0,2,2,0,41.66666666666667,0
100.0,58.599999999999994,12.0,0,0,8.0,2,2,0,41.66666666666667,0
100.0,64.4,10.0,0,0,10.0,2,2,0,41.66666666666667,2
100.0,65.75,14.0,0,0,13.0,2,2,0,41.66666666666667,2
100.0,60.85,3.0,1,0,0.0,2,2,0,41.66666666666667,1
100.0,61.7,10.0,0,0,10.0,2,2,0,41.66666666666667,2
100.0,62.35000000000001,12.0,0,0,8.0,2,2,0,41.66666666666667,1
100.0,66.4,12.0,0,0,11.0,2,2,0,41.66666666666667,2
100.0,54.35,12.0,0,0,6.0,2,2,1,41.66666666666667,0
100.0,69.05,12.0,0,0,10.0,2,2,0,41.66666666666667,0
100.0,63.24999999999999,10.0,0,0,10.0,2,2,0,41.66666666666667,2
100.0,63.7,12.0,0,0,12.0,2,2,0,41.66666666666667,2
100.0,61.8,12.0,0,0,10.0,2,2,0,41.66666666666667,2
100.0,61.0,12.0,0,0,10.0,2,2,2,41.66666666666667,2
100.0,59.099999999999994,12.0,0,0,12.0,2,2,0,41.66666666666667,0
100.0,61.95,14.0,0,0,14.0,2,2,0,41.66666666666667,2
100.0,62.9,14.0,0,0,15.0,2,2,0,41.66666666666667,2
100.0,61.64999999999999,12.0,0,0,7.0,2,2,1,41.66666666666667,0
100.0,62.2,10.0,0,0,10.0,2,2,0,41.66666666666667,2
100.0,63.0,12.0,0,0,12.0,2,2,0,41.66666666666667,2
100.0,85.0,7.0,0,0,0.0,2,2,2,41.66666666666667,1
100.0,60.75000000000001,12.0,0,0,9.0,2,2,0,41.66666666666667,2
100.0,65.0,14.0,0,0,14.0,2,2,2,41.66666666666667,2
100.0,58.5,12.0,0,0,5.0,2,2,1,41.66666666666667,0
100.0,65.0,10.0,0,1,8.0,2,2,2,41.66666666666667,1
100.0,54.0,14.0,0,0,15.0,2,2,0,41.66666666666667,2
100.0,66.15,14.0,0,0,12.0,2,2,0,41.66666666666667,2
100.0,74.0,12.0,0,0,8.0,2,2,2,41.66666666666667,2
100.0,61.3,12.0,0,0,10.0,2,2,0,41.66666666666667,0
100.0,61.5,10.0,0,0,7.0,2,2,0,41.66666666666667,1
100.0,51.24999999999999,12.0,0,0,10.0,2,2,2,41.66666666666667,2
100.0,56.65,14.0,0,0,8.0,2,2,0,41.66666666666667,0
100.0,66.5,12.0,0,0,10.0,2,2,0,41.66666666666667,0
100.0,70.0,14.0,0,0,12.0,2,2,2,41.66666666666667,0
100.0,64.15,14.0,0,0,30.0,2,2,2,41.66666666666667,2
100.0,70.0,12.0,0,1,12.0,2,2,2,41.66666666666667,1
100.0,52.0,12.0,0,0,5.0,2,2,2,41.66666666666667,0
100.0,61.14999999999999,12.0,0,0,6.0,2,2,0,41.66666666666667,0
100.0,67.5,12.0,0,0,0.0,2,2,0,41.66666666666667,0
100.0,59.54999999999999,10.0,0,0,6.0,2,2,0,41.66666666666667,0
100.0,63.3,14.0,0,0,12.0,2,2,1,41.66666666666667,1
100.0,64.5,14.0,0,0,12.0,2,2,0,41.66666666666667,2
100.0,81.15,12.0,0,0,2.0,2,2,2,41.66666666666667,0
100.0,81.7,12.0,0,0,12.0,2,2,0,41.66666666666667,2
100.0,60.75000000000001,12.0,0,0,12.0,2,2,1,41.66666666666667,2
100.0,61.4,11.0,0,0,3.0,2,2,1,41.66666666666667,1
100.0,59.0,10.0,0,0,0.0,2,2,2,41.66666666666667,0
100.0,67.0,12.0,0,0,0.0,2,2,1,41.66666666666667,0
100.0,64.9,14.0,0,0,14.0,2,2,0,41.66666666666667,2
100.0,76.0,10.0,0,0,0.0,2,2,2,41.66666666666667,0
100.0,61.4,14.0,0,0,16.0,2,2,0,41.66666666666667,2
100.0,75.0,10.0,0,0,0.0,2,2,2,41.66666666666667,0
100.0,65.9,14.0,0,0,14.0,2,2,0,41.66666666666667,2
100.0,52.95000000000001,6.0,2,0,6.0,2,2,2,41.66666666666667,1
100.0,66.05,10.0,0,2,8.0,2,2,0,41.66666666666667,2
100.0,63.7,12.0,0,0,12.0,2,2,0,41.66666666666667,2
100.0,64.75,14.0,0,0,14.0,2,2,0,41.66666666666667,2
100.0,63.35000000000001,12.0,0,0,12.0,2,2,1,41.66666666666667,2
100.0,58.25,12.0,0,0,9.0,2,2,0,41.66666666666667,2
100.0,59.54999999999999,12.0,0,0,8.0,2,2,0,41.66666666666667,2
100.0,63.24999999999999,14.0,0,0,14.0,2,2,0,41.66666666666667,2
100.0,74.9,12.0,0,0,12.0,2,2,0,41.66666666666667,2
100.0,57.550000000000004,12.0,0,0,11.0,2,2,0,41.66666666666667,2
100.0,62.25000000000001,12.0,0,0,11.0,2,2,2,41.66666666666667,0
100.0,64.15,14.0,0,0,14.0,2,2,0,41.66666666666667,2
100.0,68.0,14.0,0,0,12.0,2,2,0,41.66666666666667,2
100.0,70.0,12.0,0,0,12.0,2,2,0,41.66666666666667,2
100.0,63.14999999999999,10.0,0,0,0.0,2,2,2,41.66666666666667,0
100.0,63.45,12.0,0,0,12.0,2,2,1,41.66666666666667,2
100.0,72.5,14.0,0,0,14.0,2,2,2,41.66666666666667,1
100.0,57.9,10.0,0,0,10.0,2,2,0,41.66666666666667,2
100.0,50.0,12.0,0,6,1.0,2,2,2,41.66666666666667,0
100.0,51.24999999999999,12.0,0,0,1.0,2,2,2,41.66666666666667,0
100.0,65.75,10.0,0,1,2.0,2,2,1,41.66666666666667,0
100.0,73.5,10.0,0,0,7.0,2,2,0,41.66666666666667,2
100.0,61.25000000000001,12.0,0,0,12.0,2,2,0,41.66666666666667,2
100.0,58.75,12.0,0,0,6.0,2,2,0,41.66666666666667,0
100.0,75.0,14.0,0,0,12.0,2,2,0,41.66666666666667,2
100.0,63.74999999999999,14.0,0,0,13.0,2,2,0,41.66666666666667,2
100.0,70.0,11.0,0,0,11.0,2,2,2,41.66666666666667,2
100.0,65.0,10.0,0,0,10.0,2,2,2,41.66666666666667,2
100.0,66.65,12.0,0,0,12.0,2,2,0,41.66666666666667,2
100.0,48.5,10.0,0,0,0.0,2,2,2,41.66666666666667,0
100.0,56.00000000000001,14.0,0,0,14.0,2,2,0,41.66666666666667,2
100.0,61.8,12.0,0,0,9.0,2,2,0,41.66666666666667,2
100.0,65.25,12.0,0,0,0.0,2,2,2,41.66666666666667,0
100.0,66.65,10.0,0,0,10.0,2,2,0,41.66666666666667,2
100.0,66.05,12.0,0,0,10.0,2,2,1,41.66666666666667,2
100.0,50.0,10.0,0,3,4.0,2,2,1,41.66666666666667,0
100.0,70.2,12.0,0,0,11.0,2,2,1,41.66666666666667,2
100.0,70.85,12.0,0,0,11.0,2,2,0,41.66666666666667,2
100.0,59.85,12.0,0,0,12.0,2,2,0,41.66666666666667,2
100.0,61.25000000000001,10.0,0,2,8.0,2,2,2,41.66666666666667,0
100.0,70.0,12.0,0,0,6.0,2,2,2,41.66666666666667,0
100.0,59.699999999999996,14.0,0,0,13.0,2,2,0,41.66666666666667,1
100.0,77.5,14.0,0,0,20.0,2,2,2,41.66666666666667,1
100.0,59.54999999999999,10.0,0,0,10.0,2,2,0,41.66666666666667,2
100.0,61.35,10.0,0,0,0.0,2,2,2,41.66666666666667,0
100.0,58.95,14.0,0,0,19.0,2,2,0,41.66666666666667,2
100.0,65.0,14.0,0,0,16.0,2,2,1,41.66666666666667,2
100.0,60.0,14.0,0,0,14.0,2,2,0,41.66666666666667,2
100.0,65.0,12.0,0,0,6.0,2,2,2,41.66666666666667,0
100.0,58.4,12.0,0,0,10.0,2,2,1,41.66666666666667,2
100.0,61.7,12.0,0,0,11.0,2,2,0,41.66666666666667,2
100.0,62.7,12.0,0,0,10.0,2,2,0,41.66666666666667,1
100.0,63.6,12.0,0,0,12.0,2,2,0,41.66666666666667,0
100.0,51.7,10.0,0,0,10.0,2,2,0,41.66666666666667,2
100.0,61.6,12.0,0,0,1.0,2,2,0,41.66666666666667,1
100.0,62.05,10.0,0,0,10.0,2,2,0,41.66666666666667,2
100.0,49.75,14.0,0,0,1.0,2,2,2,41.66666666666667,0
100.0,62.45,10.0,0,3,10.0,2,2,2,41.66666666666667,2
100.0,55.39999999999999,12.0,0,0,12.0,2,2,0,41.66666666666667,1
100.0,59.45,12.0,0,0,10.0,2,2,0,41.66666666666667,2
100.0,59.4,14.0,0,0,8.0,2,2,1,41.66666666666667,0
100.0,68.5,12.0,0,0,11.0,2,2,0,41.66666666666667,2
100.0,50.0,12.0,0,0,0.0,2,2,2,41.66666666666667,0
100.0,60.0,14.0,0,2,14.0,2,2,2,41.66666666666667,0
100.0,61.4,12.0,0,0,12.0,2,2,0,41.66666666666667,2
100.0,60.8,12.0,0,0,12.0,2,2,0,41.66666666666667,2
100.0,74.6,12.0,0,0,7.0,2,2,0,41.66666666666667,2
100.0,70.0,14.0,0,0,14.0,2,2,0,41.66666666666667,2
100.0,66.7,12.0,0,0,10.0,2,2,0,41.66666666666667,2
100.0,63.1,12.0,0,0,12.0,2,2,0,41.66666666666667,2
100.0,63.9,14.0,0,0,14.0,2,2,0,41.66666666666667,2
100.0,75.0,12.0,0,0,11.0,2,2,1,41.66666666666667,2
100.0,56.85,10.0,0,0,3.0,2,2,0,41.66666666666667,0
100.0,58.9,10.0,0,0,10.0,2,2,0,41.66666666666667,2
100.0,68.35,14.0,0,0,15.0,2,2,0,41.66666666666667,2
100.0,72.35,12.0,0,0,12.0,2,2,0,41.66666666666667,2
100.0,69.9,14.0,0,0,15.0,2,2,0,41.66666666666667,2
100.0,56.85,12.0,0,0,8.0,2,2,0,41.66666666666667,0
100.0,70.0,14.0,0,6,12.0,2,2,2,41.66666666666667,0
100.0,71.15,14.0,0,0,15.0,2,2,0,41.66666666666667,1
100.0,59.8,14.0,0,0,14.0,2,2,0,41.66666666666667,2
100.0,61.85000000000001,10.0,0,2,8.0,2,2,1,41.66666666666667,2
100.0,71.5,12.0,0,0,11.0,2,2,2,41.66666666666667,2
100.0,50.05,10.0,0,0,10.0,2,2,2,41.66666666666667,2
100.0,59.699999999999996,12.0,0,0,11.0,2,2,1,41.66666666666667,2
100.0,61.04999999999999,12.0,0,0,11.0,2,2,1,41.66666666666667,2
100.0,50.0,12.0,0,0,12.0,2,2,2,41.66666666666667,2
100.0,56.95,12.0,0,0,12.0,2,2,0,41.66666666666667,1
100.0,50.5,12.0,0,0,8.0,2,2,2,41.66666666666667,2
100.0,55.89999999999999,12.0,0,0,12.0,2,2,0,41.66666666666667,2
100.0,70.0,14.0,0,0,16.0,2,2,2,41.66666666666667,2
100.0,62.2,12.0,0,0,12.0,2,2,0,41.66666666666667,2
100.0,75.0,12.0,0,0,12.0,2,2,0,41.66666666666667,2
100.0,70.0,12.0,0,0,11.0,2,2,2,41.66666666666667,1
100.0,57.99999999999999,12.0,0,0,12.0,2,2,0,41.66666666666667,2
100.0,67.8,12.0,0,0,7.0,2,2,0,41.66666666666667,0
100.0,60.5,14.0,0,0,14.0,2,2,0,41.66666666666667,2
100.0,59.35,12.0,0,0,12.0,2,2,0,41.66666666666667,2
100.0,62.85000000000001,12.0,0,0,12.0,2,2,0,41.66666666666667,2
100.0,53.55,14.0,0,0,15.0,2,2,0,41.66666666666667,2
100.0,62.74999999999999,14.0,0,4,16.0,2,2,0,41.66666666666667,2
100.0,63.5,12.0,0,0,12.0,2,2,0,41.66666666666667,2
100.0,56.75,10.0,0,0,9.0,2,2,1,41.66666666666667,2
100.0,77.2,14.0,0,0,15.0,2,2,0,41.66666666666667,2
100.0,61.0,10.0,0,0,6.0,2,2,0,41.66666666666667,0
100.0,64.0,12.0,0,0,0.0,2,2,0,41.66666666666667,0
100.0,57.75,12.0,0,0,8.0,2,2,0,41.66666666666667,1
100.0,58.599999999999994,12.0,0,0,10.0,2,2,0,41.66666666666667,2
100.0,75.0,10.0,0,0,1.0,2,2,2,41.66666666666667,0
100.0,77.65,10.0,0,0,10.0,2,2,0,41.66666666666667,2
100.0,60.0,12.0,0,0,7.0,2,2,0,41.66666666666667,0
100.0,58.050000000000004,12.0,0,0,12.0,2,2,2,41.66666666666667,2
100.0,59.45,12.0,0,0,6.0,2,2,1,41.66666666666667,0
100.0,63.65,10.0,0,0,10.0,2,2,0,41.66666666666667,2
100.0,56.85,12.0,0,0,10.0,2,2,0,41.66666666666667,2
100.0,59.25,10.0,0,0,2.0,2,2,2,41.66666666666667,0
100.0,73.35,10.0,0,0,10.0,2,2,0,41.66666666666667,2
100.0,62.14999999999999,14.0,0,0,15.0,2,2,0,41.66666666666667,2
100.0,68.9,14.0,0,0,15.0,2,2,0,41.66666666666667,2
100.0,65.1,12.0,0,0,12.0,2,2,0,41.66666666666667,2
100.0,73.9,14.0,0,0,12.0,2,2,0,41.66666666666667,1
100.0,75.0,9.0,0,0,0.0,2,2,2,41.66666666666667,0
100.0,50.0,14.0,0,0,14.0,2,2,0,41.66666666666667,2
100.0,77.8,14.0,0,0,15.0,2,2,0,41.66666666666667,2
100.0,58.70000000000001,14.0,0,0,13.0,2,2,0,41.66666666666667,2
100.0,64.4,10.0,0,1,6.0,2,2,0,41.66666666666667,1
100.0,58.75,12.0,0,0,9.0,2,2,0,41.66666666666667,2
100.0,60.199999999999996,14.0,0,0,12.0,2,2,0,41.66666666666667,2
100.0,65.45,12.0,0,0,11.0,2,2,0,41.66666666666667,2
100.0,62.5,12.0,0,0,10.0,2,2,0,41.66666666666667,1
100.0,68.4,10.0,0,3,10.0,2,2,0,41.66666666666667,1
100.0,60.8,14.0,0,0,11.0,2,2,0,41.66666666666667,1
100.0,75.5,10.0,0,0,0.0,2,2,2,41.66666666666667,0
100.0,51.74999999999999,12.0,0,0,12.0,2,2,0,41.66666666666667,2
100.0,59.699999999999996,12.0,0,0,12.0,2,2,0,41.66666666666667,2
100.0,67.2,12.0,0,0,12.0,2,2,0,41.66666666666667,2
100.0,71.5,12.0,0,0,12.0,2,2,0,41.66666666666667,2
100.0,55.00000000000001,14.0,0,0,14.0,2,2,2,41.66666666666667,2
100.0,66.25,14.0,0,0,16.0,2,2,0,41.66666666666667,2
100.0,57.35,12.0,0,0,11.0,2,2,0,41.66666666666667,2
100.0,83.45,10.0,0,0,8.0,2,2,0,41.66666666666667,2
100.0,62.95,10.0,0,2,7.0,2,2,0,41.66666666666667,1
100.0,89.15,3.0,1,0,0.0,2,2,0,41.66666666666667,0
100.0,58.5,12.0,0,0,12.0,2,2,2,41.66666666666667,2
100.0,75.0,12.0,0,0,12.0,2,2,2,41.66666666666667,2
100.0,65.0,10.0,0,0,6.0,2,2,2,41.66666666666667,1
100.0,67.55,12.0,0,0,12.0,2,2,0,41.66666666666667,2
100.0,55.00000000000001,14.0,0,1,22.0,2,2,2,41.66666666666667,1
100.0,68.1,10.0,0,0,10.0,2,2,2,41.66666666666667,2
100.0,57.99999999999999,12.0,0,0,12.0,2,2,2,41.66666666666667,2
100.0,50.0,12.0,0,0,9.0,2,2,0,41.66666666666667,1
100.0,58.15,12.0,0,0,8.0,2,2,2,41.66666666666667,0
100.0,67.0,12.0,0,0,12.0,2,2,0,41.66666666666667,2
100.0,62.1,3.0,1,0,0.0,2,2,0,41.66666666666667,0
100.0,67.25,14.0,0,0,12.0,2,2,0,41.66666666666667,2
100.0,60.35,12.0,0,0,5.0,2,2,1,41.66666666666667,0
100.0,63.55,12.0,0,0,12.0,2,2,0,41.66666666666667,2
100.0,66.5,14.0,0,0,13.0,2,2,2,41.66666666666667,2
100.0,64.1,10.0,0,0,0.0,2,2,2,41.66666666666667,0
100.0,65.0,12.0,0,0,0.0,2,2,2,41.66666666666667,1
100.0,86.0,12.0,0,0,0.0,2,2,2,41.66666666666667,0
100.0,64.25,12.0,0,0,12.0,2,2,0,41.66666666666667,2
100.0,64.25,12.0,0,0,5.0,2,2,0,41.66666666666667,0
100.0,56.00000000000001,10.0,0,2,7.0,2,2,0,41.66666666666667,1
100.0,71.25,14.0,0,0,15.0,2,2,1,41.66666666666667,2
100.0,66.5,14.0,0,0,10.0,2,2,0,41.66666666666667,1
100.0,53.0,12.0,0,0,12.0,2,2,1,41.66666666666667,2
100.0,62.74999999999999,14.0,0,0,12.0,2,2,1,41.66666666666667,2
100.0,65.6,10.0,0,0,6.0,2,2,0,41.66666666666667,1
100.0,56.45,14.0,0,0,13.0,2,2,0,41.66666666666667,2
100.0,62.4,14.0,0,0,14.0,2,2,0,41.66666666666667,0
100.0,70.45,14.0,0,0,18.0,2,2,2,41.66666666666667,2
100.0,74.0,10.0,0,0,8.0,2,2,2,41.66666666666667,1
100.0,74.2,12.0,0,0,12.0,2,2,0,41.66666666666667,2
100.0,64.85,10.0,0,0,10.0,2,2,2,41.66666666666667,2
100.0,64.1,12.0,0,0,0.0,2,2,2,41.66666666666667,0
100.0,52.0,14.0,0,0,20.0,2,2,2,41.66666666666667,1
